PM2.5,NO2,Latitude,Longitude,Temperature,Humidity,Wind_Speed,Month,Day_of_Week,PM10,CO,SO2,O3,City,Date
38.44,39.84,12.9716,77.5946,21.5,70.680756,5.937272,4,5,76.53,0.44,5.15,43.66,Bengaluru,2017-04-29
13.3,45.34,12.9716,77.5946,21.55,69.56985,6.87779,4,6,111.3,0.46,5.04,22.75,Bengaluru,2017-04-30
20.32,31.84,12.9716,77.5946,20.65,72.35482,3.5455887,5,0,80.58,0.39,4.82,39.36,Bengaluru,2017-05-01
24.2,41.08,12.9716,77.5946,20.95,74.51835,5.1919937,5,1,78.44,0.35,4.88,24.89,Bengaluru,2017-05-02
66.24,35.96,12.9716,77.5946,22.45,87.11788,5.815978,5,2,87.15,0.48,6.26,21.17,Bengaluru,2017-05-03
42.2,43.35,12.9716,77.5946,21.75,76.32259,6.519877,5,3,90.14,0.47,5.54,17.45,Bengaluru,2017-05-04
28.27,42.47,12.9716,77.5946,22.0,76.84448,6.87779,5,4,85.96,0.62,5.76,6.19,Bengaluru,2017-05-05
40.02,37.46,12.9716,77.5946,22.75,90.42276,7.2,5,5,92.31,0.49,5.88,17.855,Bengaluru,2017-05-06
30.26,29.37,12.9716,77.5946,22.45,83.93878,9.290511,5,6,76.29,0.4,5.31,29.52,Bengaluru,2017-05-07
27.66,31.17,12.9716,77.5946,21.65,85.968056,7.2805495,5,0,57.56,0.43,4.16,52.55,Bengaluru,2017-05-08
32.01,31.86,12.9716,77.5946,22.55,76.688065,7.8954163,5,1,57.82,0.23,3.67,33.71,Bengaluru,2017-05-09
23.19,32.79,12.9716,77.5946,21.55,87.85162,3.7585104,5,2,74.07,0.18,2.54,25.26,Bengaluru,2017-05-10
28.52,39.12,12.9716,77.5946,22.1,80.3121,5.8048253,5,3,35.51,0.42,8.55,36.74,Bengaluru,2017-05-11
50.58,23.23,12.9716,77.5946,22.35,91.51458,9.220499,5,4,62.09,0.52,15.38,10.9,Bengaluru,2017-05-12
120.56,26.63,12.9716,77.5946,21.7,93.18418,5.8603754,5,5,73.92,0.49,8.45,18.96,Bengaluru,2017-05-13
25.22,30.63,12.9716,77.5946,22.45,96.706,9.504273,5,6,73.47,0.54,3.65,16.82,Bengaluru,2017-05-14
14.94,26.57,12.9716,77.5946,21.9,92.621994,12.287555,5,0,50.05,0.52,3.52,38.46,Bengaluru,2017-05-15
19.1,29.5,12.9716,77.5946,21.6,92.0356,8.913181,5,1,65.84,0.36,3.83,34.53,Bengaluru,2017-05-16
22.93,26.74,12.9716,77.5946,21.75,93.4742,13.207634,5,2,65.3,0.38,3.73,45.09,Bengaluru,2017-05-17
36.58,27.92,12.9716,77.5946,22.1,93.77849,9.36,5,3,59.73,0.66,3.32,13.13,Bengaluru,2017-05-18
20.87,32.01,12.9716,77.5946,20.75,97.26325,13.849476,5,4,45.38,0.56,3.49,21.6,Bengaluru,2017-05-19
17.43,37.75,12.9716,77.5946,22.0,89.261024,9.085988,5,5,68.76,0.37,3.49,21.87,Bengaluru,2017-05-20
12.53,34.15,12.9716,77.5946,22.05,92.91545,10.137692,5,6,50.36,0.37,3.51,23.31,Bengaluru,2017-05-21
16.58,33.06,12.9716,77.5946,22.55,88.2092,7.5685663,5,0,69.24,0.33,2.99,13.76,Bengaluru,2017-05-22
25.83,37.11,12.9716,77.5946,22.0,94.06252,7.5942082,5,1,63.33,0.41,3.57,20.05,Bengaluru,2017-05-23
19.58,30.27,12.9716,77.5946,23.55,77.32165,7.42159,5,2,58.26,0.33,3.77,26.67,Bengaluru,2017-05-24
21.39,29.53,12.9716,77.5946,22.55,90.96644,10.041354,5,3,59.53,0.38,3.75,16.72,Bengaluru,2017-05-25
24.85,26.78,12.9716,77.5946,23.1,91.840675,12.6462,5,4,69.0,0.41,3.65,11.46,Bengaluru,2017-05-26
18.21,29.32,12.9716,77.5946,22.3,94.07556,14.799459,5,5,44.46,0.42,3.6,18.34,Bengaluru,2017-05-27
19.75,25.4,12.9716,77.5946,21.9,96.10161,16.343367,5,6,52.33,0.28,3.66,12.12,Bengaluru,2017-05-28
21.08,26.89,12.9716,77.5946,20.85,93.43104,15.137133,5,0,60.65,0.34,3.32,9.02,Bengaluru,2017-05-29
23.2,25.22,12.9716,77.5946,20.55,92.83738,16.394829,5,1,56.28,0.26,3.33,9.85,Bengaluru,2017-05-30
22.87,27.67,12.9716,77.5946,20.6,95.17495,13.493999,5,2,77.5,0.17,3.09,9.92,Bengaluru,2017-05-31
22.79,31.62,12.9716,77.5946,21.1,92.578835,12.7279215,6,3,59.56,0.68,4.57,10.13,Bengaluru,2017-06-01
20.19,32.25,12.9716,77.5946,21.65,89.51116,13.896187,6,4,60.05,0.35,3.89,8.69,Bengaluru,2017-06-02
20.98,33.91,12.9716,77.5946,21.6,92.32031,14.336861,6,5,56.9,0.3,3.08,8.19,Bengaluru,2017-06-03
13.39,24.89,12.9716,77.5946,20.75,91.41563,12.783802,6,6,69.89,0.6399999999999999,1.33,7.55,Bengaluru,2017-06-04
21.81,31.17,12.9716,77.5946,20.8,94.3018,11.165805,6,0,82.88,0.98,4.21,8.38,Bengaluru,2017-06-05
22.93,30.17,12.9716,77.5946,21.05,94.02095,11.966953,6,1,49.92,0.85,3.86,7.92,Bengaluru,2017-06-06
22.94,27.88,12.9716,77.5946,20.6,94.001114,12.245293,6,2,32.85,0.53,4.37,10.29,Bengaluru,2017-06-07
20.75,25.47,12.9716,77.5946,19.95,94.265915,13.910169,6,3,75.64,0.59,4.56,14.64,Bengaluru,2017-06-08
23.65,27.84,12.9716,77.5946,20.3,85.833916,11.879999,6,4,82.24,0.65,4.59,19.12,Bengaluru,2017-06-09
19.78,31.35,12.9716,77.5946,20.6,90.5554,15.188415,6,5,91.96,0.61,4.87,19.88,Bengaluru,2017-06-10
16.51,30.97,12.9716,77.5946,20.2,91.66718,20.393293,6,6,77.75,0.54,4.72,19.08,Bengaluru,2017-06-11
19.12,28.24,12.9716,77.5946,21.2,91.443634,21.2522,6,0,65.59,0.58,4.79,19.47,Bengaluru,2017-06-12
21.6,28.56,12.9716,77.5946,21.4,94.036316,13.479583,6,1,100.65,0.8,4.33,19.68,Bengaluru,2017-06-13
19.77,29.47,12.9716,77.5946,20.6,99.07929,10.296251,6,2,95.84,0.63,4.24,21.06,Bengaluru,2017-06-14
24.56,31.52,12.9716,77.5946,21.15,90.874695,13.202726,6,3,112.8,0.87,4.74,20.85,Bengaluru,2017-06-15
24.66,31.25,12.9716,77.5946,21.0,94.60242,12.57426,6,4,89.59,0.62,5.71,18.43,Bengaluru,2017-06-16
24.18,30.54,12.9716,77.5946,20.2,98.46503,9.511088,6,5,87.23,0.56,4.36,20.06,Bengaluru,2017-06-17
17.82,26.38,12.9716,77.5946,20.15,92.52709,12.605142,6,6,92.85,0.63,5.21,9.1,Bengaluru,2017-06-18
16.61,25.73,12.9716,77.5946,20.25,96.05351,11.609651,6,0,85.76,0.58,4.74,10.17,Bengaluru,2017-06-19
24.03,25.75,12.9716,77.5946,20.2,95.7541,8.350138,6,1,90.54,0.61,6.85,7.75,Bengaluru,2017-06-20
19.58,30.5,12.9716,77.5946,20.1,96.34807,10.464798,6,2,110.37,0.6,7.44,13.04,Bengaluru,2017-06-21
21.05,26.66,12.9716,77.5946,19.2,96.022415,9.255571,6,3,71.41,0.62,5.8,8.43,Bengaluru,2017-06-22
24.53,30.26,12.9716,77.5946,20.55,93.99891,13.698934,6,4,38.64,0.58,7.02,13.82,Bengaluru,2017-06-23
25.35,45.04,12.9716,77.5946,21.2,91.16041,16.09969,6,5,123.16,0.55,6.42,10.04,Bengaluru,2017-06-24
25.16,39.31,12.9716,77.5946,20.95,90.579285,17.114204,6,6,89.68,0.56,5.68,7.84,Bengaluru,2017-06-25
31.13,37.52,12.9716,77.5946,20.7,94.00553,20.87379,6,0,96.37,1.16,7.96,8.44,Bengaluru,2017-06-26
37.61,38.89,12.9716,77.5946,20.65,94.2955,20.65848,6,1,111.77,0.83,6.63,8.39,Bengaluru,2017-06-27
37.34,34.73,12.9716,77.5946,20.4,90.259285,22.476227,6,2,97.49,0.6,6.63,8.99,Bengaluru,2017-06-28
36.44,31.89,12.9716,77.5946,20.75,91.70052,17.76081,6,3,78.38,0.42,6.62,9.92,Bengaluru,2017-06-29
35.4,33.89,12.9716,77.5946,20.95,86.43811,18.175545,6,4,107.39,0.69,6.63,10.32,Bengaluru,2017-06-30
25.33,39.99,12.9716,77.5946,20.15,92.23868,17.518356,7,5,129.55,0.67,7.11,11.34,Bengaluru,2017-07-01
30.07,68.84,12.9716,77.5946,20.55,89.14886,15.815435,7,6,110.45,1.64,6.55,10.47,Bengaluru,2017-07-02
25.82,68.34,12.9716,77.5946,21.4,89.49233,14.145756,7,0,93.48,0.69,6.23,10.21,Bengaluru,2017-07-03
313.59,32.94,12.9716,77.5946,20.55,91.68843,11.165805,7,5,120.31,0.69,4.97,9.39,Bengaluru,2017-07-08
35.29,31.08,12.9716,77.5946,20.25,94.278595,9.178235,7,6,109.11,0.6,5.16,9.34,Bengaluru,2017-07-09
33.44,29.55,12.9716,77.5946,20.5,91.971535,8.669949,7,0,102.45,0.63,5.33,10.61,Bengaluru,2017-07-10
29.38,29.5,12.9716,77.5946,19.65,94.84413,12.015589,7,1,88.16,0.64,4.09,12.44,Bengaluru,2017-07-11
27.64,26.82,12.9716,77.5946,20.8,87.23921,14.372974,7,2,76.48,0.68,5.16,18.42,Bengaluru,2017-07-12
28.97,30.58,12.9716,77.5946,19.7,95.44005,13.1041975,7,3,95.74,1.53,4.45,24.82,Bengaluru,2017-07-13
22.68,30.3,12.9716,77.5946,19.4,94.24254,17.208603,7,4,96.47,0.67,5.41,47.62,Bengaluru,2017-07-14
22.43,32.43,12.9716,77.5946,20.55,88.040115,17.518356,7,5,112.32,0.6,7.9,47.14,Bengaluru,2017-07-15
17.2,31.1,12.9716,77.5946,19.05,90.44858,17.28,7,6,98.67,0.52,6.3,23.82,Bengaluru,2017-07-16
21.05,30.06,12.9716,77.5946,20.9,88.62152,21.602999,7,0,110.36,0.58,4.72,44.94,Bengaluru,2017-07-17
18.45,29.79,12.9716,77.5946,21.25,84.331055,18.59845,7,1,82.75,0.62,4.58,27.09,Bengaluru,2017-07-18
16.44,31.75,12.9716,77.5946,21.45,82.00855,21.2522,7,2,66.58,0.68,4.71,30.16,Bengaluru,2017-07-19
31.68,31.34,12.9716,77.5946,20.65,90.84159,18.391737,7,3,87.62,0.65,5.1,54.5,Bengaluru,2017-07-20
21.53,31.7,12.9716,77.5946,20.4,84.503586,19.011953,7,4,104.24,1.12,5.3,41.97,Bengaluru,2017-07-21
20.15,33.19,12.9716,77.5946,20.35,89.412674,16.595179,7,5,120.48,1.35,4.29,53.85,Bengaluru,2017-07-22
17.34,32.36,12.9716,77.5946,19.4,93.36056,15.281989,7,6,117.82,1.08,5.61,24.37,Bengaluru,2017-07-23
24.23,31.45,12.9716,77.5946,19.75,91.92743,18.228943,7,0,111.03,1.08,5.68,42.69,Bengaluru,2017-07-24
28.54,30.72,12.9716,77.5946,19.95,92.80577,13.397612,7,1,99.2,1.4,5.2,50.04,Bengaluru,2017-07-25
23.68,30.53,12.9716,77.5946,19.85,90.50394,11.874544,7,2,105.63,0.59,4.73,51.12,Bengaluru,2017-07-26
24.49,31.02,12.9716,77.5946,19.55,95.43493,12.015589,7,3,95.5,0.59,5.17,55.9,Bengaluru,2017-07-27
21.77,28.74,12.9716,77.5946,20.7,91.98325,13.1041975,7,4,77.97,1.17,4.57,51.05,Bengaluru,2017-07-28
27.91,29.8,12.9716,77.5946,20.4,92.829506,11.966953,7,5,88.52,1.07,4.72,56.82,Bengaluru,2017-07-29
22.36,29.57,12.9716,77.5946,20.45,91.96863,11.298495,7,6,91.72,1.07,4.67,23.6,Bengaluru,2017-07-30
27.27,28.65,12.9716,77.5946,20.75,91.98617,8.766573,7,0,90.24,0.48,5.23,45.36,Bengaluru,2017-07-31
26.57,26.22,12.9716,77.5946,21.1,91.154015,9.565437,8,1,91.01,1.5,5.34,54.93,Bengaluru,2017-08-01
20.74,26.36,12.9716,77.5946,20.6,90.83823,10.086427,8,2,91.07,1.77,5.6,41.25,Bengaluru,2017-08-02
17.67,25.46,12.9716,77.5946,20.15,91.66418,14.05845,8,3,74.63,2.95,5.31,39.16,Bengaluru,2017-08-03
13.74,25.64,12.9716,77.5946,21.15,87.270905,12.074766,8,4,62.14,0.63,5.89,25.85,Bengaluru,2017-08-04
17.69,27.5,12.9716,77.5946,21.1,88.36198,9.255571,8,5,78.23,1.27,5.13,30.04,Bengaluru,2017-08-05
15.21,27.33,12.9716,77.5946,20.7,89.439316,12.371645,8,6,81.72,2.44,5.32,6.06,Bengaluru,2017-08-06
22.82,27.76,12.9716,77.5946,20.3,93.69576,10.823973,8,0,88.33,2.91,5.27,54.59,Bengaluru,2017-08-07
21.07,27.75,12.9716,77.5946,20.85,90.57248,10.182337,8,1,99.54,2.01,5.79,48.17,Bengaluru,2017-08-08
22.31,29.38,12.9716,77.5946,20.65,98.166756,10.137692,8,2,92.2,0.95,5.12,33.6,Bengaluru,2017-08-09
14.14,27.85,12.9716,77.5946,20.3,96.65289,7.968939,8,3,77.12,0.61,4.46,9.71,Bengaluru,2017-08-10
10.11,32.5,12.9716,77.5946,20.75,96.36573,4.0249224,8,4,71.85,0.68,4.06,16.65,Bengaluru,2017-08-11
3.91,32.46,12.9716,77.5946,20.5,95.17139,10.041354,8,5,61.7,0.86,5.24,18.87,Bengaluru,2017-08-12
4.69,32.78,12.9716,77.5946,20.45,89.98119,7.928178,8,6,116.59,1.14,4.6,23.74,Bengaluru,2017-08-13
19.41,32.52,12.9716,77.5946,19.9,93.67715,4.6800003,8,0,115.3,0.96,4.92,26.54,Bengaluru,2017-08-14
20.88,29.7,12.9716,77.5946,19.65,96.63657,5.692099,8,1,68.12,0.64,5.4,7.35,Bengaluru,2017-08-15
17.91,24.95,12.9716,77.5946,20.1,97.552155,10.931203,8,2,60.6,1.01,5.43,20.51,Bengaluru,2017-08-16
18.42,29.56,12.9716,77.5946,19.85,95.445114,12.287555,8,3,78.23,1.25,4.51,21.86,Bengaluru,2017-08-17
14.92,30.9,12.9716,77.5946,20.15,96.64914,13.722565,8,4,57.1,0.61,4.3,21.39,Bengaluru,2017-08-18
18.66,27.62,12.9716,77.5946,19.9,96.64287,15.596767,8,5,53.12,0.68,4.7,20.13,Bengaluru,2017-08-19
10.89,29.64,12.9716,77.5946,19.9,94.85369,14.440443,8,6,61.8,1.02,4.93,11.17,Bengaluru,2017-08-20
14.53,28.09,12.9716,77.5946,20.2,95.7541,13.049689,8,0,88.86,0.95,4.92,16.04,Bengaluru,2017-08-21
18.87,26.93,12.9716,77.5946,20.9,92.28108,14.685176,8,1,89.66,0.89,5.08,20.89,Bengaluru,2017-08-22
18.18,26.59,12.9716,77.5946,20.3,94.280754,12.620554,8,2,75.76,0.85,4.21,27.15,Bengaluru,2017-08-23
59.05,27.01,12.9716,77.5946,20.2,94.27651,12.43434,8,3,66.25,0.71,4.66,21.84,Bengaluru,2017-08-24
97.97,25.15,12.9716,77.5946,20.4,94.28497,13.979871,8,4,49.59,0.57,4.71,19.86,Bengaluru,2017-08-25
14.19,26.25,12.9716,77.5946,20.05,95.74937,12.413476,8,5,72.62,0.97,4.61,19.83,Bengaluru,2017-08-26
11.71,26.08,12.9716,77.5946,20.35,96.05644,15.509274,8,6,48.41,0.67,4.85,7.65,Bengaluru,2017-08-27
17.58,28.01,12.9716,77.5946,20.5,94.289154,15.137133,8,0,89.92,0.86,5.52,13.12,Bengaluru,2017-08-28
16.33,28.51,12.9716,77.5946,19.95,97.2468,15.575981,8,1,100.74,1.01,4.79,14.98,Bengaluru,2017-08-29
20.42,26.31,12.9716,77.5946,19.9,96.34261,13.5515,8,2,90.87,0.85,4.85,16.33,Bengaluru,2017-08-30
24.96,26.74,12.9716,77.5946,19.65,97.84796,8.759178,8,3,111.68,0.77,5.48,24.66,Bengaluru,2017-08-31
158.67,26.66,12.9716,77.5946,20.3,94.57443,6.439876,9,4,86.06,1.25,4.92,13.48,Bengaluru,2017-09-01
114.92,31.99,12.9716,77.5946,20.75,93.71658,6.6087217,9,5,87.12,0.82,4.8,15.86,Bengaluru,2017-09-02
14.2,30.59,12.9716,77.5946,19.85,99.381874,4.6938257,9,6,59.94,0.68,4.77,29.74,Bengaluru,2017-09-03
39.74,30.16,12.9716,77.5946,20.0,95.4502,4.3349743,9,0,85.24,0.77,4.65,23.83,Bengaluru,2017-09-04
14.2,28.6,12.9716,77.5946,20.4,99.691826,9.339208,9,1,98.1,1.34,5.28,23.99,Bengaluru,2017-09-05
21.2,28.55,12.9716,77.5946,19.8,100.0,6.439876,9,2,49.13,0.63,5.28,27.63,Bengaluru,2017-09-06
9.57,30.93,12.9716,77.5946,19.8,97.54663,5.1919937,9,3,100.44,0.7,5.62,12.5,Bengaluru,2017-09-07
32.86,30.75,12.9716,77.5946,19.4,98.7629,5.1544156,9,4,72.73,0.91,4.7,34.54,Bengaluru,2017-09-08
22.63,36.31,12.9716,77.5946,20.55,97.862495,6.9247384,9,5,83.19,0.69,4.83,15.06,Bengaluru,2017-09-09
14.52,39.24,12.9716,77.5946,20.3,96.95305,5.0142193,9,6,93.49,0.68,5.96,9.66,Bengaluru,2017-09-10
15.27,42.37,12.9716,77.5946,21.2,95.490524,10.086427,9,0,115.56,0.73,6.18,9.5,Bengaluru,2017-09-11
17.48,39.09,12.9716,77.5946,21.2,96.67525,10.464797,9,1,104.51,0.73,5.45,11.3,Bengaluru,2017-09-12
16.5,34.8,12.9716,77.5946,21.15,97.571365,4.8433046,9,2,108.42,0.67,4.68,12.87,Bengaluru,2017-09-13
14.05,29.42,12.9716,77.5946,21.25,96.974594,10.086427,9,3,90.68,0.94,4.4,28.38,Bengaluru,2017-09-14
8.58,31.38,12.9716,77.5946,19.85,97.85119,7.8954163,9,4,71.81,0.58,4.68,18.53,Bengaluru,2017-09-15
8.49,31.42,12.9716,77.5946,20.0,96.04614,9.422101,9,5,92.8,0.37,5.42,14.39,Bengaluru,2017-09-16
7.02,31.84,12.9716,77.5946,20.3,93.11394,19.05281,9,6,52.78,0.42,5.52,5.9,Bengaluru,2017-09-17
8.57,28.46,12.9716,77.5946,19.6,95.13899,19.826164,9,0,66.31,0.42,5.12,6.18,Bengaluru,2017-09-18
7.68,29.35,12.9716,77.5946,20.25,94.278595,19.242327,9,1,87.05,0.42,5.56,19.64,Bengaluru,2017-09-19
10.21,28.47,12.9716,77.5946,19.7,93.375244,17.418196,9,2,81.53,0.47,5.14,25.61,Bengaluru,2017-09-20
12.64,28.19,12.9716,77.5946,18.05,97.20713,14.658676,9,3,80.51,0.38,5.16,24.16,Bengaluru,2017-09-21
17.93,27.46,12.9716,77.5946,19.05,97.228134,9.178235,9,4,80.49,0.35,4.89,28.96,Bengaluru,2017-09-22
21.62,30.95,12.9716,77.5946,19.0,90.445076,5.6233797,9,5,91.14,0.4,5.3,41.31,Bengaluru,2017-09-23
23.7,35.09,12.9716,77.5946,20.35,91.105736,6.519877,9,6,112.5,0.49,6.04,29.38,Bengaluru,2017-09-24
19.26,29.23,12.9716,77.5946,19.9,97.54849,9.36,9,0,53.18,0.4,5.49,24.14,Bengaluru,2017-09-25
22.47,29.13,12.9716,77.5946,19.95,98.46212,7.24486,9,1,76.88,0.48,4.76,27.37,Bengaluru,2017-09-26
28.3,38.34,12.9716,77.5946,19.2,98.4534,5.3999996,9,2,50.86,0.57,6.16,7.85,Bengaluru,2017-09-27
21.59,24.81,12.9716,77.5946,19.9,97.85201,8.759178,9,3,90.26,0.32,4.63,21.6,Bengaluru,2017-09-28
22.36,29.64,12.9716,77.5946,20.0,98.15774,11.966953,9,4,71.25,0.5,5.13,8.95,Bengaluru,2017-09-29
30.65,26.24,12.9716,77.5946,20.3,96.35354,7.729527,9,5,68.52,0.45,5.74,29.89,Bengaluru,2017-09-30
20.01,27.01,12.9716,77.5946,19.75,98.15427,5.315336,10,6,57.46,0.38,4.53,21.92,Bengaluru,2017-10-01
20.5,25.68,12.9716,77.5946,19.9,99.07445,7.2,10,0,46.54,0.52,5.64,34.02,Bengaluru,2017-10-02
22.85,25.43,12.9716,77.5946,20.15,98.769905,6.297428,10,1,63.75,0.49,4.49,29.93,Bengaluru,2017-10-03
121.63,24.72,12.9716,77.5946,20.35,96.95418,5.1165614,10,2,67.04,0.57,5.36,30.31,Bengaluru,2017-10-04
21.36,32.24,12.9716,77.5946,20.0,98.46271,5.771239,10,3,42.33,0.66,5.07,10.53,Bengaluru,2017-10-05
24.73,28.49,12.9716,77.5946,20.45,96.65661,6.439876,10,4,55.39,0.6,5.66,28.31,Bengaluru,2017-10-06
29.16,26.77,12.9716,77.5946,19.05,100.0,5.3517847,10,5,70.61,0.58,4.55,21.99,Bengaluru,2017-10-07
78.14,22.5,12.9716,77.5946,20.75,96.66411,3.6179552,10,6,65.04,0.58,4.22,35.86,Bengaluru,2017-10-08
26.08,25.0,12.9716,77.5946,19.75,98.76614,3.219938,10,0,71.87,1.35,5.2,20.43,Bengaluru,2017-10-09
32.21,29.03,12.9716,77.5946,20.2,96.650345,9.3876505,10,1,73.85,2.02,3.93,45.08,Bengaluru,2017-10-10
22.5,31.64,12.9716,77.5946,19.85,98.15565,3.7064266,10,2,62.71,0.64,4.38,34.99,Bengaluru,2017-10-11
27.29,30.86,12.9716,77.5946,19.95,98.768036,3.5455887,10,3,54.56,0.57,4.2,22.7,Bengaluru,2017-10-12
24.83,30.63,12.9716,77.5946,19.55,96.63405,4.829907,10,4,52.24,0.5,4.49,14.59,Bengaluru,2017-10-13
32.61,28.07,12.9716,77.5946,20.45,94.58043,7.9932966,10,5,44.65,0.48,4.64,9.9,Bengaluru,2017-10-14
40.34,34.04,12.9716,77.5946,20.4,97.86007,9.0645685,10,6,50.86,0.46,4.22,13.39,Bengaluru,2017-10-15
21.63,29.07,12.9716,77.5946,19.65,96.33577,11.928989,10,0,76.61,0.43,4.05,15.03,Bengaluru,2017-10-16
27.86,35.25,12.9716,77.5946,19.8,97.24372,6.193674,10,1,118.88,0.55,4.37,17.23,Bengaluru,2017-10-17
39.39,41.73,12.9716,77.5946,18.35,100.0,7.628263,10,2,188.67,0.62,4.81,27.54,Bengaluru,2017-10-18
44.66,32.42,12.9716,77.5946,17.25,97.19014,9.3669195,10,3,147.94,0.57,4.39,34.64,Bengaluru,2017-10-19
79.76,40.38,12.9716,77.5946,17.4,89.756935,6.763786,10,4,264.9,0.58,5.88,38.72,Bengaluru,2017-10-20
39.67,32.18,12.9716,77.5946,19.2,93.64434,3.8268526,10,5,157.62,0.87,5.69,34.89,Bengaluru,2017-10-21
22.44,31.05,12.9716,77.5946,18.45,95.698235,7.289445,10,6,118.74,0.79,5.32,28.1,Bengaluru,2017-10-22
26.85,33.32,12.9716,77.5946,17.8,86.6849,5.692099,10,0,123.41,1.08,5.39,33.95,Bengaluru,2017-10-23
42.56,44.63,12.9716,77.5946,16.2,82.94991,7.289445,10,1,176.27,1.26,5.62,27.3,Bengaluru,2017-10-24
35.29,43.04,12.9716,77.5946,19.1,98.45222,4.802999,10,2,134.15,1.59,4.42,20.57,Bengaluru,2017-10-25
25.49,39.14,12.9716,77.5946,20.0,97.550316,8.905908,10,3,88.04,1.22,4.26,12.69,Bengaluru,2017-10-26
26.03,36.53,12.9716,77.5946,18.95,96.92202,7.342588,10,4,87.11,1.03,4.26,19.69,Bengaluru,2017-10-27
37.38,39.18,12.9716,77.5946,18.65,95.40416,12.0694,10,5,91.81,1.55,4.97,32.07,Bengaluru,2017-10-28
47.47,39.01,12.9716,77.5946,18.3,87.56617,11.019764,10,6,100.35,1.08,4.3,36.67,Bengaluru,2017-10-29
45.49,32.5,12.9716,77.5946,18.25,90.96848,15.546833,10,0,82.59,0.77,3.71,32.74,Bengaluru,2017-10-30
122.41,33.67,12.9716,77.5946,18.6,84.0374,15.629971,10,1,68.08,0.84,3.6,47.84,Bengaluru,2017-10-31
39.88,24.85,12.9716,77.5946,18.75,89.57299,12.096214,11,2,56.91,0.48,2.66,43.92,Bengaluru,2017-11-01
66.54,26.81,12.9716,77.5946,17.45,83.90747,12.682018,11,3,57.13,0.44,4.15,44.38,Bengaluru,2017-11-02
58.73,29.41,12.9716,77.5946,18.85,84.873184,14.84318,11,4,73.54,0.56,5.08,52.18,Bengaluru,2017-11-03
41.02,34.07,12.9716,77.5946,18.4,91.84715,13.854155,11,5,64.65,0.76,3.3,43.23,Bengaluru,2017-11-04
26.7,29.05,12.9716,77.5946,19.45,96.33028,12.9249525,11,6,29.28,0.69,3.33,17.19,Bengaluru,2017-11-05
22.05,29.82,12.9716,77.5946,19.35,96.62896,12.0694,11,0,27.3,0.75,3.15,6.75,Bengaluru,2017-11-06
27.98,33.64,12.9716,77.5946,17.9,97.20398,9.227524,11,1,42.42,0.82,3.51,7.02,Bengaluru,2017-11-07
26.89,33.43,12.9716,77.5946,18.1,96.59714,12.397806,11,2,40.08,0.86,2.98,13.74,Bengaluru,2017-11-08
25.94,37.65,12.9716,77.5946,17.45,99.37047,12.181625,11,3,66.25,0.97,3.26,30.46,Bengaluru,2017-11-09
31.21,30.19,12.9716,77.5946,16.4,92.02139,9.387651,11,4,51.65,0.9,2.76,24.08,Bengaluru,2017-11-10
32.87,36.09,12.9716,77.5946,17.25,92.36582,12.599998,11,5,77.14,0.99,3.99,30.86,Bengaluru,2017-11-11
26.99,36.27,12.9716,77.5946,16.15,88.797646,8.217153,11,6,72.0,0.86,3.85,14.76,Bengaluru,2017-11-12
30.4,32.51,12.9716,77.5946,18.45,81.109024,11.384199,11,0,57.77,0.74,3.68,43.16,Bengaluru,2017-11-13
26.94,30.57,12.9716,77.5946,18.05,96.59589,2.4149535,11,1,65.86,0.91,4.15,37.68,Bengaluru,2017-11-14
30.7,27.55,12.9716,77.5946,19.2,98.76102,7.2,11,2,66.28,0.93,3.88,39.31,Bengaluru,2017-11-15
37.93,34.47,12.9716,77.5946,18.9,92.750015,7.2359104,11,3,78.07,0.95,4.34,34.31,Bengaluru,2017-11-16
35.72,30.34,12.9716,77.5946,20.6,98.16602,4.3349743,11,4,71.36,0.89,3.97,37.48,Bengaluru,2017-11-17
34.96,36.57,12.9716,77.5946,19.5,98.15079,9.178235,11,5,63.17,0.71,3.59,19.28,Bengaluru,2017-11-18
30.66,39.44,12.9716,77.5946,20.3,95.164246,9.007196,11,6,59.05,0.92,3.76,15.11,Bengaluru,2017-11-19
32.21,36.61,12.9716,77.5946,19.3,97.84229,10.538843,11,0,58.7,0.91,3.59,17.27,Bengaluru,2017-11-20
25.79,34.1,12.9716,77.5946,19.6,96.937004,11.928989,11,1,41.37,0.89,3.83,3.14,Bengaluru,2017-11-21
44.84,37.02,12.9716,77.5946,18.65,97.83164,10.315115,11,2,46.73,0.85,3.36,15.6,Bengaluru,2017-11-22
38.07,42.75,12.9716,77.5946,17.05,97.18591,9.346143,11,3,63.39,0.98,4.05,28.57,Bengaluru,2017-11-23
17.64,46.1,12.9716,77.5946,17.85,98.12752,6.849467,11,4,80.23,0.95,3.89,29.13,Bengaluru,2017-11-24
17.81,50.65,12.9716,77.5946,19.85,91.645905,11.841756,11,5,81.86,0.94,3.81,38.5,Bengaluru,2017-11-25
15.67,48.12,12.9716,77.5946,17.3,77.86193,18.03237,11,6,69.67,0.9,3.75,35.73,Bengaluru,2017-11-26
10.7,47.51,12.9716,77.5946,20.45,89.98119,12.397806,11,0,57.05,0.92,3.82,24.36,Bengaluru,2017-11-27
11.46,50.06,12.9716,77.5946,17.8,97.50931,11.681987,11,1,65.13,0.93,3.95,22.54,Bengaluru,2017-11-28
